input,context,expected_output
"It looks like good news, but it's not. The US has recorded a sharp fall in its greenhouse gas emissions from energy use. Thanks to a rise in the use of natural gas, emissions are at their lowest since 1992. The fall will boost the natural gas industry, but in reality the emissions have simply been exported.¶ According to the US Energy Information Administration (EIA), energy-related CO2 emissions in the first quarter of 2012 were the lowest in two decades. Emissions are normally high between January and March because people use more heating in the winter, but last winter was mild in the US.¶ The EIA says that an increase in gas-fired power generation, and a corresponding decline in coal-fired, contributed to the fall in emissions. Burning natural gas produces fewer emissions than burning coal, and natural gas is currently unusually cheap in the US thanks to a glut of shale gas extracted by hydraulic fracturing or ""fracking"".¶ If gas companies continue to expand their shale gas operations, the US could generate even more electricity from gas, and its emissions could fall for several years, says Kevin Anderson of the University of Manchester, UK.¶ However, this will not slow down climate change. US coal consumption has fallen, but production is holding steady and the surplus is being sold to Asia. As a result, the US is effectively exporting the coal-related emissions.¶ ""Gas is less bad than burning the coal, but only if you keep the coal in the ground,"" Anderson says.¶ Proponents of natural gas argue that it is a ""transition fuel"" that we can burn for a few years while we install low-carbon infrastructure such as wind farms and nuclear power stations.¶ That viewpoint looks increasingly untenable. ""If we want even an outside chance of [limiting global warming to] 2 °C, there is no emission space for gas,"" Anderson says. In order to hit the 2 °C target, global emissions need to peak by 2020 before dropping again, which means making a rapid transition to low-carbon energy.",summarize the following text: ,"It looks like good news, but it's not The US has recorded a sharp fall in its emissions Thanks to natural gas The fall will boost the natural gas industry, but in reality the emissions have simply been exported the US is exporting the coal emissions ""If we want even an outside chance of [limiting global warming to] 2 °C, there is no emission space for gas,"" Anderson says. In order to hit the 2 °C target, global emissions need to peak by 2020 before dropping again, which means making a rapid transition to low-carbon energy."
"[Lenore, Professor of Women's Studies at California State University, Fresno. Prostitution Policy: Revolutionizing Practice Through a Gendered Perspective. ETB]
The Nevada regulations result not only in a system that reinforces the stigmatization of prostitutes and denies them their most basic rights, but also creates a working environment and conditions that are so unattractive that legal brothels are hard pressed to find women who will work in them. It is for good reason that prostitutes in general prefer to work in illegal venues. Nevada’s policies altogether disfranchise prostitutes as citizens and rights holders, violate them as workers and persons, and promote dangerous client expectations, all in order to control the “victimizing” prostitute. Nowhere is the importance of conceptual constructs to the construction of policy more evident. Systems of legalization not only promote such representations of prostitutes but carry along, on this tide of misogynistic control, a correlating contempt for non-prostitute women. In Nevada, various unwritten rules circumscribe the behavior of non-prostitute women. As Pillard Notes: One of the most curious unwritten rules is that [in Winnemucca] no non-establishment female can visit any of the brothels or even drive through the area. [Winnemucca] police chief [Lee] Jones told in an interview that this rule was enforced to protect customers of these brothels. Apparently there is some concern that an angry wife could drive through the Line [a public road] looking for her husband’s car. Like criminalization, legalization embodies and perpetuates the continued stigmatization of the prostitute and maintains the correlative status of nonprostitute women. It violates bodily autonomy and actively worsens the quality of life of prostitutes, making most of them criminals for noncompliance, and it promotes the spread of STDs through unrealistic expectations. It does, however, effectively achieve its purpose: the control of the prostitute body.",summarize the following text: ,". ETB]
The Nevada regulations result not only in a system that reinforces  stigmatization  and denies  their  rights, but also creates  working  conditions that are so unattractive that  prostitutes  prefer to work in illegal venues. Nevada’s policies altogether disfranchise prostitutes as citizens and rights holders, violate them as workers and persons, and promote dangerous client expectations, all in order to control the “victimizing” prostitute. Nowhere is the importance of conceptual constructs to the construction of policy more evident. Systems of legalization not only promote such representations  but carry  a correlating contempt for non-prostitute women In Nevada, various unwritten rules circumscribe the behavior of non-prostitute women. Like criminalization, legalization embodies and perpetuates the continued stigmatization of the prostitute and maintains the correlative status of nonprostitute women. It violates bodily autonomy and actively worsens the quality of life of prostitutes, making most of them criminals for noncompliance, and it promotes the spread of STDs through unrealistic expectations. It does achieve its purpose: the control of the prostitute body."
"Marijuana’s legalization seems much more like neoliberal privatization of markets than true liberation of them. While I do not question the decency of these first major marijuana retailers, there are legitimate concerns. Those most victimized by the state’s rabid oppression of marijuana markets will find themselves very often out of luck, as extensive background checks are required by law, and any drug felony charge is enough to exclude individuals from operating as vendors. TakePart magazine notes in an article that even as weed is legalized, those in prison for the crime of possessing or selling marijuana will remain there. While new businesses boom with customers, those who formerly tried to compete in this market remain locked up in cages. The drug war has affected millions during its hellish tear through Americans’ lives and culture, but it has always been particularly racialized and classist. This leaves many black, Hispanic and poor individuals with a permanent hex affixed to them that these laws do not address. Like with the beltway libertarian conception of privatization, legalization picks the winners of the weed market from those who were lucky enough to not find themselves on the wrong side of the law and who already have access to the capital to invest into this expensive business. Legalization, at its best, functions as an opposition to continued state violence against drug users and possessors. It is therefore troubling that we find even after this so-called legalization, many remain shackled both by the pre-existing landscape of the market and by new regulations which prohibit them from participating in it. It is never by the political means we realize our freedom, but only a hold-back of even worse oppression. We fight an uphill battle against the incredible damage the state does. And now facing the age of Big Marijuana, we might be shocked to find the sorts of restrictions many established pot shops favor. In order to delegitimize street dealers, we have to treat them as inherently dangerous and volatile.",summarize the following text: ,"Marijuana’s legalization seems much more like neoliberal privatization of markets than true liberation of them the decency of these even as weed is legalized, those in prison for the crime of possessing or selling marijuana will remain there those who formerly tried to compete in this market remain locked up in cages. it has always been particularly racialized and classist. This leaves many black, Hispanic and poor individuals with a permanent hex affixed to them that these laws do not address. legalization picks the winners of the weed market from those who were lucky enough to not find themselves on the wrong side of the law and who already have access to the capital to invest into this expensive business many remain shackled both by the pre-existing landscape of the market and by new regulations which prohibit them from participating in it. now facing the age of Big Marijuana"
"In contrast to the social, political, and legal changes advocated by Langton, MacKinnon, and Matsuda, Butler offers a far more dubious plan for resistance. In a recent review of a number of Butler's books, Martha Nussbaum argues that this failure to provide an account of resistance is one of Butler's most significant problems. According to Nussbaum, even if we grant Butler's claim that the ubiquitousness of the structure of gender should be resisted through ""subversive and parodic acts,"" two important questions remain: ""What would the acts of resistance be like, and what would we expect them to accomplish?""' Resistance, in terms of responding to harmful speech, seems to involve restaging and resignifying certain words that otherwise would be injurious. But how are we to know which words should be resig nified in this manner? Butler fails to offer any guidance about how to distin guish speech that is oppressive (and that reinforces social hierarchy) from speech that is offensive or upsetting to an individual for some other reason. Nussbaum points out that unlike other feminists who have relied on ""ideas such as non-hierarchy, equality, dignity, autonomy . . . to indicate a direction for actual politics,' Butler does not explain what is supposed to guide one's decisions about what to resist. In the absence of any discussion of the goals of resistance—or of politics, more generally it is hard to know what would count as desirable change and what would reinforce the status quo. As Nussbaum notes, Butler seems to think that we need to ""wait to see what the political struggle itself throws up, rather than prescribe in advance to its participants.""' On this issue, Butler's position echoes that of another post structuralist theorist, Wendy Brown. According to Brown, politics is about struggle, and political change proceeds in the absence of normative conceptions.' Rather than defend this view of politics, however, Butler simply seems to assume it, and she proceeds under the assumption that employing any normative critique would inevitably reinforce current social norms.",summarize the following text: ,"Butler offers a far more dubious plan for resistance Nussbaum argues that this failure to provide an account of resistance is one of Butler's most significant problems even if we grant Butler's claim that the ubiquitousness of the structure of gender should be resisted through ""subversive and parodic acts,"" two important questions remain: ""What would the acts of resistance be like, and what would we expect them to accomplish?""' Resistance in terms of responding to harmful speech, seems to involve restaging and resignifying words But how are we to know which words should be resig nified in this manner? Butler fails to offer any guidance about how to distin guish speech that is oppressive from speech that is offensive or upsetting Butler does not explain what is supposed to guide one's decisions about what to resist. In the absence of any discussion of the goals of resistance—or of politics, more generally it is hard to know what would count as desirable change and what would reinforce the status quo According to Brown, politics is about struggle Rather than defend this view of politics, however, Butler simply seems to assume it, and she proceeds under the assumption that employing any normative critique would inevitably reinforce current social norms"
"(Michael, “Why the Initiative Process Is the Wrong Way to Go: Lessons We Should Have Learned from Proposition 215,” 43 McGeorge L. Rev. 63, Lexis)
The debate over marijuana is reminiscent of debates surrounding the culture wars. Armed with enough plausible evidence to support their sides, the partisans are not going to give ground. n250 Rather than weighing in on that never-ending story, I have focused on a different point. [*90] Marijuana is big business, largely untaxed, and remarkably resistant to eradication efforts. n251 We are shortsighted not to tax a business worth billions of dollars. And viewed objectively, the potential to tax marijuana may give legalization efforts the final push. n252 As a result, questions about what we want a post-legalization world to look like are far more interesting than the old pro and con debate. My hope is the policymakers will begin that conversation in earnest sooner rather than later. As I suggested above, an advantage of the legislative process over the initiative process is that the legislative process can involve greater transparency and can accommodate legitimate objections of opponents. n253 I would urge law enforcement and other traditional prohibitionists to come to the table to voice their legitimate concerns. We ended up with Proposition 215 - our version of the Trojan horse - because of then-Governor Wilson's reflexive tough-on-crime stance and his resulting veto of AB 1529. n254 Similarly, hard-line local law enforcement efforts have hindered reasonable regulation of medical marijuana. n255 Members of law enforcement do raise legitimate concerns. For example, what about crime in neighborhoods where dispensaries have opened? n256 What about drug-impaired drivers? n257 Cooperation between law enforcement and medical marijuana providers has reduced or eliminated the parade of horribles raised by marijuana opponents, like rampant crime in neighborhoods with dispensaries. n258 My hope is that this symposium can be part of a more sensible debate about how, not whether, to legalize and regulate marijuana.",summarize the following text: ,The debate over marijuana is reminiscent of the culture wars the partisans are not going to give ground the potential to tax marijuana may give legalization efforts the final push questions about what we want a post-legalization world to look like are far more interesting than the old pro and con debate My hope is a more sensible debate about how not whether to legalize and regulate marijuana
"A. Decriminalization Decriminalizing prostitution is not the same as legalizing prostitution. With decriminalization, there would be no regulations or standards put in place. Simply put, the act of buying or selling sex would not be a crime, leaving prostitutes free to control their business without the interference of the government. n160 The majority of developed countries today do not criminalize prostitution, although many do prohibit running brothels, pimping, and public solicitation. n161 Countries that have decriminalized prostitution have found [*713] that many of the problems that have resulted from the criminalization of prostitution have been reduced or eliminated. n162 Prostitutes would no longer have a fear of criminal convictions if prostitution were not illegal, giving them the freedom to report abuse and crimes perpetrated against them. Eliminating the threat of prosecution and offering police protection would also reduce the need for pimps, in turn, reducing the number of women exploited by pimps. Women would have control over their bodies and ""control of their own destinies."" n163 Decriminalization would protect prostitutes' rights in regard to ""wage and hour laws, social security, insurance and pension laws, safety and health protections and collective bargaining rights."" n164 Prostitution would be seen in the same light as any other occupation that uses contracts where one may hire an agent or manager to assist with one's business. n165 Decriminalizing prostitution would allow for the possibility of prostitutes forming a union, providing even more protections for prostitutes. n166 Some argue that agents and managers would exploit prostitutes in the same way that pimps and madams have done historically. n167 However, if prostitution were decriminalized, the risk of exploitation would be no greater between a prostitute and her agent or manager than between an athlete or actor and his or her agent or manager. n168",summarize the following text: ,"Decriminalizing prostitution is not the same as legalizing prostitution decriminalization, there would be no regulations or standards put in place Simply put, the act of buying or selling sex would not be a crime leaving prostitutes free to control their business without the interference of the government. Countries that have decriminalized prostitution have found  that many of the problems that have resulted from the criminalization of prostitution have been eliminated Prostitutes would no longer fear convictions giving them the freedom to report abuse and crimes Eliminating prosecution and offering police would reduce the need for pimps, reducing the number of women exploited Decriminalization would protect prostitutes' rights in regard to ""wage and hour laws, social security, insurance and pension laws, safety and health protections and collective bargaining rights. Prostitution would be seen in the same light as any other occupation Decriminalizing prostitution would allow for the forming a union providing even more protections for prostitutes. Some argue that agents and managers would exploit prostitutes in the same way that pimps and madams have done historic if decriminalized the risk of exploitation would be no greate than between an athlete or actor and his or her agent"
"In the literature on securitization it is implied that when a problem is securitized it is difficult to limit this to an increase in attention and resources devoted to mitigating the problem (Brock 1997, Waever 1995). Securitization regularly leads to all-round ‘exceptionalism’ in dealing with the issue as well as to a shift in institutional localization towards ‘security experts’ (Bigot 2006), such as the military and police. Methods and instruments associated with these security organizations – such as more use of arms, force and violence – will gain in importance in the discourse on ‘what to do’. A good example of securitization was the period leading to the Cold War (Guzzini 2004 ). Originally a political conflict over the organization of societies, in the late 1940s, the East-West confrontation became an existential conflict that was overwhelmingly addressed with military means, including the potential annihilation of humankind. Efforts to alleviate the political conflict were, throughout most of the Cold War, secondary to improving military capabilities. Climate change could meet a similar fate. An essentially political problem concerning the distribution of the costs of prevention and adaptation and the losses and gains in income arising from change in the human environment might be perceived as intractable, thus necessitating the build-up of military and police forces to prevent it from becoming a major security problem. The portrayal of climate change as a security problem could, in particular, cause the richer countries in the global North, which are less affected by it, to strengthen measures aimed at protecting them from the spillover of violent conflict from the poorer countries in the global South that will be most affected by climate change. It could also be used by major powers as a justification for improving their military preparedness against the other major powers, thus leading to arms races.",summarize the following text: ,"when a problem is securitized it is difficult to limit this to an increase in attention and resources devoted to mitigating the problem Securitization regularly leads to all-round ‘exceptionalism’ as well as to a shift in security experts’ Methods associated with these security organizations – such as more use of arms, force and violence – will gain in importance in the discourse on ‘what to do’. A good example of securitization was the period leading to the Cold War Originally a political conflict over the organization of societies the East-West confrontation became an existential conflict that was overwhelmingly addressed with military means, including the potential annihilation of humankind. Efforts to alleviate the political conflict were secondary to improving military capabilities. Climate change could meet a similar fate. An essentially political problem concerning the distribution of the costs of prevention and adaptation might be perceived as intractable, thus necessitating the build-up of military and police forces to prevent it from becoming a major security problem The portrayal of climate change as a security problem could cause the richer countries in the North to strengthen measures aimed at protecting them from the spillover of violent conflict from the South It could also be used as a justification for improving their military preparedness leading to arms races."
"Impediments to trade finance I. REFERENCE INFORMATION The supply of trade finance continues to be constrained by many of the same issues reported in the previous ADB survey (See Figure 70). The three top issues that were cited as “significant” impediments were all characteristics of issuing banks. These included “AML/KYC requirements” (69%), “issuing bank’s low credit ratings” (59%), and “previous dispute or unsatisfactory performance of issuing banks” (55%). The continued mention of these issues suggests that markets alone are not meeting demand and there is a role to be played by development banks and others to help improve the standing of local banks.  Financial crimes (AML/KYC) compliance requirements affect SMEs and Africa disproportionately AML/KYC requirements stood out as the major limiter to trade finance. They are reported to have led to declined transactions in 68% of banks (See Figure 71). Globally, Africa was the region that was most negatively impacted by these requirements (See Figure 72). Among firm types, SMEs were the most negatively impacted (See Figure 74). While onerous AML/KYC requirements led banks to decline individual transactions, they also resulted in complete relationship termination in 31% of respondent banks (See Figure 73). Compliance with these requirements is important – banks do not want to be used for criminal purposes. However, the compliance is resource intensive and appears to be impacting access to trade finance, especially among SMEs and companies in developing countries. The cost of compliance for one counterparty has been cited as high as $75,000. This cost is compounded by a lack of harmonization between jurisdictions, which was cited by 70% of respondents as a problem (See Figure 75). This suggests that there are some measures regulators could take to reduce unintended consequences of compliance that contribute to trade finance gaps that lower growth and job creation.",summarize the following text: ,Impediments to trade finance The three top issues that were cited as “significant” impediments were all characteristics of issuing banks. These included “issuing bank’s low credit ratings” and “previous dispute or unsatisfactory performance of issuing banks” KYC compliance requirements affect SMEs and Africa disproportionately Africa was the region that was most negatively impacted by these requirements
"Goodman further reasons that, since there are currently few legal means to make a living in countries like Afghanistan, providing a legitimate market for such cash crops could mitigate instability, by depriving the country’s war-lords and criminal groups of the illegal narcotic profits they frequently use to undermine our national security and counterterrorism objectives involving these countries. Considering that some 23 million Americans are reported to spend an estimated $42 billion on marijuana every year, there is little doubt that the Afghan economy could benefit if Afghanis were able to legally supply their agricultural products to legitimate private markets in the U.S. The question is though, why we would think providing a legal market for marijuana in Afghanistan would somehow remove the unsavory element from the country’s drug trade. Warlords and their personal armies have a lengthy history in Afghanistan. They are part of the Afghan DNA. Today there are more than 200 key warlords controlling various territories in Afghanistan, with as many as 250,000 heavily armed, and often militarily experienced, militiamen at their disposal. The formally established Afghan government, even with the assistance of the U.S., has been unable to unarm or dismantle these groups. Why would these warlords give up the hold they currently have on the drug trade, a trade that represents their primary source of income, power and existence. Legal or illegal, these warlords and the unsavory characters that surround them are going to continue to control the drug trade in Afghanistan and, if so disposed, will continue to use the proceeds from such to finance terrorist activity and other operations creating continued instability within the region. The only thing creating a “legal” market for Afghan’s bumper cannabis crop will do is substantially increase the profits flowing to these groups, thereby enhancing the means they have available to them as they remain equally as committed to fighting the West.",summarize the following text: ,"Goodman reasons that since there are currently few legal means to make a living in Afghanistan providing a legitimate market f could mitigate instability by depriving war-lords of the illegal narcotic profits The question is  why we would think providing a legal market for marijuana in Afghanistan would somehow remove the unsavory element from the country’s drug trade. Warlords and armies have a lengthy history in Afghanistan They are part of the Afghan DNA Today there are more than 200 key warlords controlling Afghanistan with 250,000 heavily armed militiamen The formally established Afghan government even with the assistance of the U.S., has been unable to unarm or dismantle these groups Why would these warlords give up the hold they currently have on the drug trade that represents their primary source of income, power and existence Legal or illegal warlords are going to continue to control the drug trade in Afghanistan and will continue to use the proceeds from such to finance terrorist activity creating continued instability within the region The only thing creating a “legal” market for Afghan’s bumper cannabis will do is substantially increase the profits flowing to these groups enhancing the means they have available to them as they remain equally as committed to fighting the West."
"Now, the United States, NATO, and the Afghan government itself are gambling that the rest of the country's 344,000 security forces are also ready – or ready enough – to take the lead in defending the entire nation from Taliban forces and Islamist insurgents. As of June 18, NATO turned over to the Afghans the security lead for 100 percent of the country, and US and NATO troops officially shifted to an advise-and-assist role throughout Afghanistan – a role set to draw to a close with the end of NATO's combat mission in December 2014. Evidence is mixed as to the readiness of Afghanistan's Army soldiers and National Police to assume the lead in planning and fighting the war – with the summer combat season likely to be the first big test. There's been progress, to be sure. Most of the Afghan Army brigades – as many as 20 of 26, NATO officials claim – are capable of working on their own, up from one a year ago. And the Afghan people are becoming more confident in the Afghan National Security Forces (ANSF), polls show. ""The people are getting more confident, and part of that is what they have seen from the ANSF"" in the initial weeks of the summer fighting season, says Mohammad Masoom Stanekzai, chairman of the Afghanistan Peace and Reintegration Program. How ready the Afghan forces actually need to be may depend in part on reconciliation talks expected to begin soon between the government of President Hamid Karzai and representatives of the Taliban. Qatar has agreed to host the negotiations, which Mr. Karzai announced June 18 and which US officials described as an ""Afghan-led, Afghan-owned initiative."" If talks proceed apace – Karzai was already expressing misgivings about the talks the day after announcing them – fighting and violence on the ground in Afghanistan may diminish, easing the demands on the Afghan government's forces and perhaps smoothing the path to a US-NATO exit, some American officials have suggested.",summarize the following text: ,"the United States, NATO, and the Afghan government are gambling that the country's security forces are ready or ready enough to take the lead in defending the entire nation from Taliban forces and Islamist insurgents There's been progress Most of the Afghan Army brigades are capable of working on their own the Afghan people are becoming more confident in the A N S F The people are getting more confident  If talks proceed apace fighting and violence on the ground in Afghanistan may diminish, easing the demands on the Afghan government's forces and perhaps smoothing the path to a US-NATO exit"
"Prophets who read and pronounce upon these apocalyptic signs—the ‘Cassandras of cyber warfare’ (Rid, 2012: 6)—do not, like their religious counterparts, restrict themselves to specific dates and times upon which terrible events will occur, so need not excuse themselves from incorrect predictions; consequently, they can never be wrong. However, they do have in common talents as ‘masterful bricoleurs, skilfully recasting elements and themes within the constraints of their respective traditions and reconfiguring them to formulate new, meaningful endtimes scenarios’ (Wojcik, 1997: 148). Specific vectors of ‘cyber insecurity’ may change, and timescales expand and contract, but the certainty in apocalypse remains unwavering. ‘Apocalyptic intensity’ is maintained and heightened further by making continued ‘imminent but indeterminate’ predictions, legitimising a constant state of readiness in which adherents ‘feel themselves to be standing poised on the brink of time’ (Bromley, 1997: 36). In fact, it is always ‘only a matter of time’ before a ‘cyber-apocalypse’ occurs (Gable, 2010). This uncertainty is shared with other forms of security, which thrive on a ‘denotative imprecision …. simultaneous appeal to the hard and the vacuous, the precise and the imprecise …. vague generalities about everything and nothing’ (Walker, 1997: 63). This epistemic tension is partially resolved by reading the signs of cyber war as corroboration of a deterministic ‘script’ of the future (Robbins and Palmer, 1997: 5). When events and scenarios converge, the narrative of cyber war gains explanatory power in its own right. In periods of ‘thickened history’ like this, it becomes ever more difficult to comprehend these events—‘to see the wood for the trees’, as it were—and they become part of their own causal structure (Beissinger, 2002: 27). In this case, the impression is that if cyber war is not already occurring, it very soon will be.",summarize the following text: ,"Prophets who read and pronounce upon these apocalyptic signs do not restrict themselves to specific dates and times upon which terrible events will occur, so need not excuse themselves from incorrect predictions; consequently, they can never be wrong Specific vectors of ‘cyber insecurity’ may change, and timescales expand and contract, but the certainty in apocalypse remains unwavering Apocalyptic intensity’ is maintained and heightened further by making continued ‘imminent but indeterminate’ predictions, legitimising a constant state of readiness This uncertainty is shared with other forms of security, which thrive on a ‘denotative imprecision …. simultaneous appeal to the precise and the imprecise When events and scenarios converge, the narrative of cyber war gains explanatory power in its own right."
"[Lenore, Professor of Women's Studies at California State University, Fresno. Prostitution Policy: Revolutionizing Practice Through a Gendered Perspective. ETB]
The Nevada regulations result not only in a system that reinforces the stigmatization of prostitutes and denies them their most basic rights, but also creates a working environment and conditions that are so unattractive that legal brothels are hard pressed to find women who will work in them. It is for good reason that prostitutes in general prefer to work in illegal venues. Nevada’s policies altogether disfranchise prostitutes as citizens and rights holders, violate them as workers and persons, and promote dangerous client expectations, all in order to control the “victimizing” prostitute. Nowhere is the importance of conceptual constructs to the construction of policy more evident. Systems of legalization not only promote such representations of prostitutes but carry along, on this tide of misogynistic control, a correlating contempt for non-prostitute women. In Nevada, various unwritten rules circumscribe the behavior of non-prostitute women. As Pillard Notes: One of the most curious unwritten rules is that [in Winnemucca] no non-establishment female can visit any of the brothels or even drive through the area. [Winnemucca] police chief [Lee] Jones told in an interview that this rule was enforced to protect customers of these brothels. Apparently there is some concern that an angry wife could drive through the Line [a public road] looking for her husband’s car. Like criminalization, legalization embodies and perpetuates the continued stigmatization of the prostitute and maintains the correlative status of nonprostitute women. It violates bodily autonomy and actively worsens the quality of life of prostitutes, making most of them criminals for noncompliance, and it promotes the spread of STDs through unrealistic expectations. It does, however, effectively achieve its purpose: the control of the prostitute body.",summarize the following text: ,"The Nevada regulations result not only in a system that reinforces  stigmatization  and denies  their  rights, but also creates  working  conditions that are so unattractive that  prostitutes  prefer to work in illegal venues. Nevada’s policies altogether disfranchise prostitutes as citizens and rights holders, violate them as workers and persons, and promote dangerous client expectations, all in order to control the “victimizing” prostitute. Nowhere is the importance of conceptual constructs to the construction of policy more evident. Systems of legalization not only promote such representations  but carry  a correlating contempt for non-prostitute women In Nevada, various unwritten rules circumscribe the behavior of non-prostitute women. Like criminalization, legalization embodies and perpetuates the continued stigmatization of the prostitute and maintains the correlative status of nonprostitute women. It violates bodily autonomy and actively worsens the quality of life of prostitutes, making most of them criminals for noncompliance, and it promotes the spread of STDs through unrealistic expectations. It does achieve its purpose: the control of the prostitute body."
"“Oil prices at about $100 a barrel is at a sweet spot,” said Paul Bledsoe, senior fellow in the Climate and Energy Program at the German Marshall Fund. “It’s high enough to incentivize remarkable investment in new production techniques and equally large investments in efficiency improvements. And the underlying factor of relatively modest economic growth seems to be with us for quite a while.” Predictions about oil and gasoline prices are precarious when there are so many political and security hazards. But it is likely that the world has already entered a period of relatively predictable crude prices. Even at their highest point in late summer, oil prices remained roughly 25 percent below levels of five years ago, not counting inflation, and gasoline prices on Labor Day weekend were at multiyear lows. And while oil slightly above $100 a barrel oil and nearly $3.50-a-gallon gasoline are high by historical measures, they are at a surprisingly benign level given the on-and-off disruptions in the Middle East and North Africa over the last three years. No doubt there will still be bumps like this summer’s. But there are reasons to believe the inevitable tensions in oil-producing countries will be manageable over at least the next few years, because the world now has sturdier shock absorbers than at any time over at least the last decade. The new oil equation combines multiple factors that span the globe, and most promise to be more permanent than the lackluster performance of the global economy, which no doubt has suppressed energy demand. On the supply side, more oil production in the United States, Canada, Iraq and Saudi Arabia has compensated for the loss of exports from Iran, Libya and other trouble spots. The spread of American shale-drilling technology and skill to developing countries promises to raise oil production around the world, particularly in non-OPEC countries with large untapped shale fields like Mexico, Argentina, China, Australia and Russia.",summarize the following text: ,"Oil prices at about $100 a barrel is at a sweet spot the underlying factor of relatively modest economic growth seems to be with us for quite a while Predictions about oil prices are precarious when there are so many political and security hazards the world has already entered a period of relatively predictable crude prices Even at their highest point oil prices remained 25 percent below levels of five years ago and prices on Labor Day weekend were at multiyear lows while oil slightly above $100 are high by historical measures, they are at a surprisingly benign level given the on-and-off disruptions in the Middle East and North Africa over the last three years. No doubt there will still be bumps like this summer’s. But there are reasons to believe the inevitable tensions in oil-producing countries will be manageable over the years the world now has sturdier shock absorbers than at any time over at least the last decade The new oil equation combines multiple factors that span the globe more oil production in the United States, Canada, Iraq and Saudi Arabia has compensated for the loss of exports from Iran, Libya and other trouble spots. The spread of American shale-drilling technology promises to raise oil production in non-OPEC countries with large untapped shale fields like Mexico, Argentina, China, Australia and Russia."
"[ilan, faculty of education @ university of haifa, “toward a nonrepressive critical pedagogy”, educational theory, fall, v48 n4, blackwellsynergy]
From here a nonfashioned educational theory is constituted that anchors its utopianism in the transcendent [as well as in sthe acknowledgment of the impossi- bility of essential social transformation in the present reality),on the one hand, and in the imperative of a dialogical struggle over the realization of (potential)reasoned human autonomy, on the other. This is a teleological project committed to universal emancipation.Its limits are the historical horizons,andittreatsthelocaleventatthe end through its meaning in and contribution to the total transformation of present reality. This position leaves no room for anti-hierarchical relations between the educator and those he or she is committed to liberate. Marcusian “education” is committed to counter-manipulationsand rejection of a quick revelation or creation of truth or consensus within the dialogical framework of ecstatic revolutionaries. This is in contrast to Nicholas Burbules, Freire, Giroux, and other disciples of critical pedagogy’s concept of dialogue. The Marcusian latent philosophy of education is committed to Ephraim Lessing’s concept of Educating the Human Race in a historical process in which truth does not reveal itself fully and directly; educators with good intentions are manipulated in the service of humanistic education as a trans-historical process that is understood merely in its fullest unfolding, as a Hegelian or Marxian metanarrative.,’”Adorno and Horltheimer represented a differ- ent philosophy of education from the viewpoint of their philosophy’s commitment to a negative utopianism. Their transcendentalism was theoretically realized in an educational project denoting the absence of truth and negating the illusions and the over-optimistic and shallow encouragements of present and future revolutionaries, who use standard theoretical manipulations and terror, manifestingthe power of the purpose principle against which they intend to revolt.",summarize the following text: ,"[ilan, faculty of education @ university of haifa, “toward a nonrepressive critical pedagogy”, educational theory, fall, v48 n4, blackwellsynergy]
educational theory anchors its utopianism in the transcendent and a dialogical struggle over the realization of (potential)reasoned human autonomy This is a teleological project committed to universal emancipation.Its limits are the historical horizons,andittreatsthelocaleventatthe end through its meaning in and contribution to the total transformation of present reality. This position leaves no room for anti-hierarchical relations between the educator and those he or she is committed to liberate  Their transcendentalism was theoretically realized in an educational project denoting the absence of truth and negating the illusions and the over-optimistic and shallow encouragements of present and future revolutionaries, who use standard theoretical manipulations and terror, manifestingthe power of the purpose principle against which they intend to revolt."
"(Michael, “Why the Initiative Process Is the Wrong Way to Go: Lessons We Should Have Learned from Proposition 215,” 43 McGeorge L. Rev. 63, Lexis)
The debate over marijuana is reminiscent of debates surrounding the culture wars. Armed with enough plausible evidence to support their sides, the partisans are not going to give ground. n250 Rather than weighing in on that never-ending story, I have focused on a different point. [*90] Marijuana is big business, largely untaxed, and remarkably resistant to eradication efforts. n251 We are shortsighted not to tax a business worth billions of dollars. And viewed objectively, the potential to tax marijuana may give legalization efforts the final push. n252 As a result, questions about what we want a post-legalization world to look like are far more interesting than the old pro and con debate. My hope is the policymakers will begin that conversation in earnest sooner rather than later. As I suggested above, an advantage of the legislative process over the initiative process is that the legislative process can involve greater transparency and can accommodate legitimate objections of opponents. n253 I would urge law enforcement and other traditional prohibitionists to come to the table to voice their legitimate concerns. We ended up with Proposition 215 - our version of the Trojan horse - because of then-Governor Wilson's reflexive tough-on-crime stance and his resulting veto of AB 1529. n254 Similarly, hard-line local law enforcement efforts have hindered reasonable regulation of medical marijuana. n255 Members of law enforcement do raise legitimate concerns. For example, what about crime in neighborhoods where dispensaries have opened? n256 What about drug-impaired drivers? n257 Cooperation between law enforcement and medical marijuana providers has reduced or eliminated the parade of horribles raised by marijuana opponents, like rampant crime in neighborhoods with dispensaries. n258 My hope is that this symposium can be part of a more sensible debate about how, not whether, to legalize and regulate marijuana.",summarize the following text: ,The debate over marijuana is reminiscent of the culture wars the partisans are not going to give ground the potential to tax marijuana may give legalization efforts the final push questions about what we want a post-legalization world to look like are far more interesting than the old pro and con debate My hope is a more sensible debate about how not whether to legalize and regulate marijuana
