input,context,expected_output
"Prohibited drugs are typically produced in different countries than they are consumed. The consumer countries blame the producer country and often bully or bribe the producer to enforce its drug laws more effectively. The United States takes such a position with Mexico, whose cartels supply a large portion of the marijuana and other illicit drugs that Americans consume. Mexico, on the other hand, attributes its internal violence to the U.S. appetite for Mexico’s drugs. The United States repeatedly pressures other countries to more aggressively punish producers of drugs for export. Indeed, the United States customarily intervenes and objects when any country, even one as small as Jamaica, considers liberalizing its prohibition laws.68 Not only would the creation of legal drug markets throughout the world allow for enormous drug prohibition resources to be spent productively on something else and would reduce international crime, it would also greatly diminish the international blame game and help rid the United States of its reputation as an international bully.69",summarize the following text: ,"Prohibited drugs are produced in different countries The consumer countries blame the producer and bully the producer to enforce its drug laws more effectively The United States takes such a position with Mexico, whose cartels supply a large portion of the marijuana and other illicit drugs that Americans consume Mexico attributes its internal violence to the U.S. appetite for Mexico’s drugs The United States pressures other countries to more aggressively punish producers of drugs for export the United States intervenes and objects when any country considers liberalizing its prohibition laws. Not only would the creation of legal drug markets throughout the world allow for enormous drug prohibition resources to be spent productively on something else and would reduce international crime, it would also greatly diminish the international blame game and help rid the United States of its reputation as an international bully."
"In “Don’t Follow the Money” (column, Oct. 19), David Brooks argues that because big-spending candidates often lose to lesser-funded challengers, there’s no reason to be concerned about the flood of large donations, many of them secret, flowing into Congressional contests this fall. His analysis fails on two levels. First, it’s clear that money counts in our elections. Since 2000, the average winner in contests for open House seats has outspent the average loser by at least $310,000, according to figures compiled by the nonpartisan Campaign Finance Institute. In races for open Senate seats, winners outspent losers, on average, in every year except 2002. Far more important than who wins — and not mentioned by Mr. Brooks — is the difference that big contributions make after the election. The individuals, corporations, trade groups and unions writing record-sized checks this fall will want a return on their investments; winning candidates, outspent or not, will have a powerful incentive to provide it. These are building blocks for scandal.",summarize the following text: ,"Brooks argues that because big-spending candidates often lose to lesser-funded challengers His analysis fails on two levels it’s clear that money counts in our elections Since 2000, the average winner in contests for open House seats has outspent the average loser by at least $310,000, according to figures compiled by the nonpartisan Campaign Finance Institute In races for open Senate seats, winners outspent losers, on average, in every year except 2002. Far more important than who wins is the difference that big contributions make after the election."
"Finally, certain sociodemographic characteristics consistently predict support and opposition to euthanasia or PAS.13- 15 Catholics and people who report themselves to be more religious are significantly more opposed to euthanasia or PAS. Similarly, African Americans and older individuals are significantly more opposed to euthanasia or PAS. Finally, some, but not all, surveys suggest that women are significantly more opposed to euthanasia or PAS. Interestingly, patients with terminal illnesses, such as cancer and chronic obstructive pulmonary disease, have attitudes that are almost identical to the public's.16 In other words, having a serious, life-threatening illness itself does not seem to alter attitudes toward the permissibility or opposition to euthanasia or PAS. Similarly, being a caregiver for a terminally ill patient or a recently bereaved caregiver does not seem to affect attitudes toward euthanasia or PAS.16",summarize the following text: ,certain characteristics predict support and opposition to PAS people who report themselves to be more religious are significantly more opposed to PAS African Americans and older individuals are significantly more opposed PAS some surveys suggest women are significantly more opposed to PAS
"“Regardless of the votes that Democrats got in the midterms, all the numbers suggest that we’ve got the strongest major economy in the world at this point,” said Ken Lieberthal, top China adviser in the Clinton White House. He added that the election’s impact on the president’s credibility is trivial compared to the U.S. government shutdown last year and threats that the U.S. might default on its debt. Though some Asian officials are likely to be dubious about Obama’s post-midterms stature, experts said sophisticated watchers of the U.S. political scene may actually see Obama as liberated to spend more time focusing on Asia. “The narrative among a lot of elites, including leaders, is that President Obama has the Asian engagement DNA in his blood. It’s what he wants to do,” Ernest Bower of the Center for Strategic and International Studies said. The hope is “he has been sort of hijacked by domestic politics and the elections in the United States and that now he may be able to turn to Asia for legacy issues.”",summarize the following text: ,Regardless of the votes that Democrats got in the midterms all the numbers suggest that we’ve got the strongest major economy in the world at this point the election’s impact on the president’s credibility is trivial compared to the U.S. government shutdown and threats the U.S. might default on its debt The narrative among a lot of leaders is that Obama has the Asian engagement DNA in his blood It’s what he wants to do
"You Gov: 68% Favor Legalized Gambling; 39% Would Legalize Prostitution http://today.yougov.com/news/2011/08/25/68-favor-legalized-gambling-39-would-legalize-pros/ 8/25/11 [AW]
Many states permit gambling -in casinos or through lotteries -and Americans generally support that. In the latest Economist/YouGov Poll, two out of three favor legalized gambling, 22% oppose it. Republicans and Democrats, the young and the old, support it at about the same level.﻿ But Americans have very different views about legalizing prostitution. 52% oppose that. And support differs from one group to the next. Those under 30 are divided about the prospect; those 65 and older are overwhelmingly opposed. Men are more favorable to legalizing prostitution than women are; college graduates more positive than those with less education. And while 49% of independents and 42% of Democrats would legalize prostitution, only 26% of Republicans agree.",summarize the following text: ,"8/25/11 [AW]
In the Economist/YouGov Americans have very different views about legalizing prostitution. 52% oppose that Those under 30 are divided those 65 and older are overwhelmingly opposed Men are more favorable to legalizing prostitution than women are 49% of independents and 42% of Democrats would legalize prostitution, only 26% of Republicans agree."
"David L, University of Michigan Law School, “The 'Legalization' of the Family: Toward a Policy of Supportive Neutrality”, Journal of Law Reform, 18 U. Mich. J.L. Reform 805 1984-1985, AB
The word ""legalization"" has conflicting meanings. One, intended to sound the theme of this conference, conveys the notion of government regulation permeating some area of human activity. The other-as found, for example, in the phrase ""the legalization of marijuana""-is a near opposite: the process of making legal or permissible that which was previously forbidden, taking government out of that which it had previously controlled. The recent history of government's relationship to the family amply displays both sorts of legalization, both government's intrusion and its withdrawal, and reveals a paradoxical relation between the two-that as government frees people to live their family lives as they choose, people feel no more free, in part because much government involvement is required to facilitate the new freedom.",summarize the following text: ,"legalization"" has conflicting meanings One conveys government regulation of human activity. The other as in the legalization of marijuana is a near opposite the process of making legal or permissible that which was previously forbidden The recent history displays both sorts of legalization both government's intrusion and its withdrawal and reveals a paradoxical relation government involvement is required to facilitate the new freedom"
"Trafficking in women is fueled by poverty, and women in transitioning and developing countries are exceptionally vulnerable.144 Poverty conditions in these countries tend to impact women in particular, as their economic status vis-à-vis men is usually even lower in these countries. While the eradication of gender-based poverty is too large of an agenda to be tackled within an anti-trafficking scheme, the conditions that foster a vulnerability to trafficking must at least be addressed at some point. In both the smuggling and trafficking scenarios, it is crucial to look at the reasons why a person would feel the need to leave her home country and travel abroad in search of work or escape from a violent or unsuitable life, but also to remember that some simply leave home in search of adventure or a better life and find themselves held against their will or forced into labor. Fully understanding the reasons women fall prey to traffickers can help legislators determine how best to draft and implement anti-trafficking legislation.",summarize the following text: ,"Trafficking in women is fueled by poverty, and women in transitioning and developing countries are exceptionally vulnerable Poverty conditions in these countries tend to impact women in particular, as their economic status vis-à-vis men is usually even lower in these countries While the eradication of poverty is too large to be tackled within an anti-trafficking scheme, the conditions that foster a vulnerability to trafficking must be addressed In both the smuggling and trafficking scenarios, it is crucial to look at the reasons why a person would feel the need to leave her home in search of work Fully understanding the reasons women fall prey to traffickers can help legislators determine how best to draft and implement anti-trafficking legislation"
"Daniel, research coordinator at the Drug Policy Alliance and writer for the Huffington Post, January 10th, “Legalization in US spurs debate throughout Americas”, http://www.westcoastleaf.net/?p=5178, AB
When the people of Colorado and Washington made history by legalizing marijuana, their vote reverberated around the world — especially in Latin America, where it has given new energy to the struggle to end drug prohibition. Just hours after the election, politicians from across Mexico’s political spectrum demanded that Mexico end the drug war or to legalize marijuana itself. A bill to legally regulate cannabis was introduced into the lower house of congress, while other politicians spoke of holding a national referendum in three years. “The prohibitionist paradigm is a complete failure,” said the bill’s author, Fernando Belaunzaran, of the Party of the Democratic Revolution (PRD). “All this has done is spur more violence, the business continues … and the country that has paid the highest costs is Mexico.”",summarize the following text: ,"When the people of Colorado and Washington made history by legalizing marijuana, their vote reverberated around the world A bill to legally regulate cannabis was introduced into the lower house of congress politicians spoke of holding a national referendum in three years"
"In any event, food-price increases have apparently been factors in the unrest now sweeping North Africa and the Middle East. The poor spend up to half their disposable income on edibles, making rapid food inflation a cause of concern for dictators, strongmen, and assorted autocrats everywhere. So even if humankind does not go to war over bad harvests, Paskal may be right when she contends that climate change may end up altering the global map. This is not the first time in human history that food shortages looked like they would be the motor of violent geopolitical change. Yet amazing agronomic advances, especially Norman Borlaug’s Green Revolution in the middle of the 20th century, have consistently proved the pessimists wrong. In these days when capitalism is being blamed for most everything, it’s important to remember the power of human innovation in free societies—and the efficiency of free markets.",summarize the following text: ,"humankind does not go to war over bad harvests This is not the first time in human history that food shortages looked like they would be the motor of violent geopolitical change. Yet amazing agronomic advances, , have consistently proved  pessimists wrong.  it’s important to remember the power of  innovation and the efficiency  markets."
"But what happens - as seems to be the case to this observer - when the 'we' fragments, 'realism' takes on prefixes and goes plural, the meaning of meaning itself is up for grabs? A stop-gap solution is to supplement the definitional gambit with a facile gesture. The IR theorist, mindful of a creeping pluralism, will note the 'essentially contested' nature of realism - duly backed up with a footnote to W. B. Gallie or W E. Connolly - and then get down to business as usual, that is, using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the charge that the meaning of realism is contestable, the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes. In honor of the most notorious benefactor of nolo-contendere in recent American legal history, we might call this the 'Spiro-ette effect' in International Relations.",summarize the following text: ,"A stop-gap solution is to supplement the gambit with a facile gesture. The IR theorist will note the 'essentially contested' nature of realism - duly backed up with a footnote and then get down to business as usual using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes"
"[American Law and Legal Information Library, http://law.jrank.org/pages/1880/Prostitution-Regimes-prohibition-criminalization-regulation.html#ixzz3JKp8jdwf ETB]
A growing tendency is to make use of strategies for spatially segregating prostitution and activities associated with it in order to manage or minimize perceived externalities. This echoes the long-time practice in many cities where overt prostitution is de facto shunted into specific enclaves, often called ""red light districts."" These have usually been ""low-rent"" neighborhoods, that is, low-valued land-use urban zones, in or near ethnic minority or migrants' residential areas. It is illustrative of the spatial logic of minimizing the social costs of prostitution that the only place where it is legally tolerated in the United States are certain rural counties of Nevada—areas with very low population densities whose economic development alternatives include military weapons testing sites and toxic waste dumps.",summarize the following text: ,"ETB]
A growing tendency is to segregat prostitution associated overt prostitution is shunted into specific enclaves These have usually been ""low-rent"" neighborhoods in or near ethnic minority or migrants' residential areas the only place where it is legally tolerated are areas whose development alternatives include weapons testing and waste dumps."
"[David W., Gladys Hall Coates Professor of Public Law and Government. UNC School of Government Special Series 15, January 1997. http://www.sog.unc.edu/node/1473 ETB]
A local government concerned about the impacts of sexually oriented businesses can do several things. Exhibition of obscenity and indecent exposure—as well as other criminal sexual activity such as prostitution—are crimes and have been totally banned by the state. Zoning restrictions on sexually oriented businesses can be adopted to minimize the adverse effects these uses may have on surrounding neighborhoods. These businesses can be limited to certain zoning districts and be kept a reasonable distance away from residential areas, places of assembly, and other sensitive land uses. Local governments can require premises for adult uses to be separated from one another so as to prevent an unwholesome concentration of adult businesses. Reasonable regulations can also be adopted to govern the operation of adult businesses to reduce the potential for criminal activity and assure responsible operation.",summarize the following text: ,"A local government concerned about sexually oriented businesses can do several things Zoning restrictions on sexually oriented businesses can be adopted to minimize the adverse effects these uses may have on surrounding neighborhoods. These businesses can be limited to certain zoning districts and be kept a reasonable distance away from residential areas, places of assembly, and other sensitive land uses. Local governments can require premises for adult uses to be separated from one another so as to prevent an unwholesome concentration of adult businesses."
"But what happens - as seems to be the case to this observer - when the 'we' fragments, 'realism' takes on prefixes and goes plural, the meaning of meaning itself is up for grabs? A stop-gap solution is to supplement the definitional gambit with a facile gesture. The IR theorist, mindful of a creeping pluralism, will note the 'essentially contested' nature of realism - duly backed up with a footnote to W. B. Gallie or W E. Connolly - and then get down to business as usual, that is, using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the charge that the meaning of realism is contestable, the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes. In honor of the most notorious benefactor of nolo-contendere in recent American legal history, we might call this the 'Spiro-ette effect' in International Relations.",summarize the following text: ,"A stop-gap solution is to supplement the gambit with a facile gesture. The IR theorist will note the 'essentially contested' nature of realism - duly backed up with a footnote and then get down to business as usual using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes"
"But what happens - as seems to be the case to this observer - when the 'we' fragments, 'realism' takes on prefixes and goes plural, the meaning of meaning itself is up for grabs? A stop-gap solution is to supplement the definitional gambit with a facile gesture. The IR theorist, mindful of a creeping pluralism, will note the 'essentially contested' nature of realism - duly backed up with a footnote to W. B. Gallie or W E. Connolly - and then get down to business as usual, that is, using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the charge that the meaning of realism is contestable, the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes. In honor of the most notorious benefactor of nolo-contendere in recent American legal history, we might call this the 'Spiro-ette effect' in International Relations.",summarize the following text: ,"A stop-gap solution is to supplement the gambit with a facile gesture. The IR theorist will note the 'essentially contested' nature of realism - duly backed up with a footnote and then get down to business as usual using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes"
"A terrorist nuclear attack, and even the use of nuclear weapons in response by the country attacked in the ﬁrst place, would not necessarily represent the worst of the nuclear worlds imaginable. Indeed, there are reasons to wonder whether nuclear terrorism should ever be regarded as belonging in the category of truly existential threats. A contrast can be drawn here with the global catastrophe that would come from a massive nuclear exchange between two or more of the sovereign states that possess these weapons in signiﬁcant numbers. Even the worst terrorism that the twenty-ﬁrst century might bring would fade into insigniﬁcance alongside considerations of what a general nuclear war would have wrought in the Cold War period. And it must be admitted that as long as the major nuclear weapons states have hundreds and even thousands of nuclear weapons at their disposal, there is always the possibility of a truly awful nuclear exchange taking place precipitated entirely by state possessors themselves.",summarize the following text: ,"A terrorist nuclear attack, and even the use of nuclear weapons would not represent the worst of the nuclear worlds imaginable. there are reasons to wonder whether nuclear terrorism should ever be regarded as belonging in the category of truly existential threats. A contrast can be drawn here with the global catastrophe that would come from a massive nuclear exchange between two or more of the sovereign states that possess these weapons in signiﬁcant numbers. Even the worst terrorism that the twenty-ﬁrst century might bring would fade into insigniﬁcance alongside considerations of what a general nuclear war would have wrought in the Cold War period."
The regression results for the unrestricted bivariate VAR-model including one lag are presented in table 5. The main result is that conflict does not explain trade and trade does not explain current level of conflicts. Meaning there is no relationship between past values trade and conflict on current values of the two variables using the sample chosen here. Both variables are only explained by their own past realizations. Furthermore the conflict equation is hardly valid as a model (very low R2 and F-value). The coefficients of the past realizations of conflict on trade and trade on conflict are unusual in magnitude and not significant at all. There is no comparable approach so far in the literature which means we need further research to con_rm these results. Furthermore a longer time pe- riod is needed and maybe more variables for the VAR-model e.g. GDP as a measurement for economic size. A problem with adding more variables to a VAR-system is that it gets less tractable and needs some structure to make useful interpretations of the parameter estimates.,summarize the following text: ,conflict does not explain trade and trade does not explain current level of conflicts Meaning there is no relationship between past values trade and conflict on current values of the two variables Both variables are only explained by their own past realizations. the conflict equation is hardly valid as a model The coefficients of the past realizations of conflict on trade and trade on conflict are unusual in magnitude and not significant at all.
"HEADLINE:  Diversity of Oil  Market Helps Cushion Against Price  Shocks:  BP    World oil supply is becoming ""more diverse,"" while global production capacity ""comfortably exceeds"" demand, BP's chief economist, Peter Davies, said Tuesday in London, at the launch of the BP Statistical Review of World Energy 2003.The underlying factors for the trend include a significant 1.45 million barrel per day increase in non-Opec oil output last year, coupled with largely flat demand growth. The exception was China, which accounted for all of the increase in oil demand last year, and 68.5% of the rise in global primary energy consumption. As a result, Davies said oil markets proved resilient and flexible, with current structures able to maintain oil supplies without excessive price spikes  during the Iraqwar and unexpected disruptions. ""Producers were able to meet the  needs of oil consumers during the Iraqwar and during unplanned supply disruptions in Venezuelaand Nigeria. Consuming nations were not required to tap  their emergency reserves,"" he said.",summarize the following text: ,"World oil supply is becoming ""more diverse,"" BP's chief economist, Davies, said As a result oil markets proved resilient and flexible, with current structures able to maintain oil supplies without excessive price spikes  during unexpected disruptions."
"But what happens - as seems to be the case to this observer - when the 'we' fragments, 'realism' takes on prefixes and goes plural, the meaning of meaning itself is up for grabs? A stop-gap solution is to supplement the definitional gambit with a facile gesture. The IR theorist, mindful of a creeping pluralism, will note the 'essentially contested' nature of realism - duly backed up with a footnote to W. B. Gallie or W E. Connolly - and then get down to business as usual, that is, using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the charge that the meaning of realism is contestable, the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes. In honor of the most notorious benefactor of nolo-contendere in recent American legal history, we might call this the 'Spiro-ette effect' in International Relations.",summarize the following text: ,"A stop-gap solution is to supplement the gambit with a facile gesture. The IR theorist will note the 'essentially contested' nature of realism - duly backed up with a footnote and then get down to business as usual using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes"
"But what happens - as seems to be the case to this observer - when the 'we' fragments, 'realism' takes on prefixes and goes plural, the meaning of meaning itself is up for grabs? A stop-gap solution is to supplement the definitional gambit with a facile gesture. The IR theorist, mindful of a creeping pluralism, will note the 'essentially contested' nature of realism - duly backed up with a footnote to W. B. Gallie or W E. Connolly - and then get down to business as usual, that is, using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the charge that the meaning of realism is contestable, the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes. In honor of the most notorious benefactor of nolo-contendere in recent American legal history, we might call this the 'Spiro-ette effect' in International Relations.",summarize the following text: ,"A stop-gap solution is to supplement the gambit with a facile gesture. The IR theorist will note the 'essentially contested' nature of realism - duly backed up with a footnote and then get down to business as usual using realism as the best language to reflect a self-same phenomenon. This amounts to an intellectual plea of nolo-contendere: in exchange for not contesting the IR 'perp' gets off easy, to then turn around and commit worse epistemological crimes"
